id,api_path,raw_target,pre_audit_label,campaign_status,proof_object,body_fidelity,proof_admissibility,strict_verdict,proof_bundle,contains_unrelated_target,trust_level,resolved_source_path,resolved_source_lines,reason
std_specs__net.rs__L413__SocketAddrV6__set_scope_id,core::net::SocketAddrV6::set_scope_id,SocketAddrV6::set_scope_id,verified,proved,local_surrogate,alternate_implementation,not_admissible_under_strict_policy,known_mismatch_or_inadmissible,,False,B,,,"Private fields, transmute, byte primitives, or direct assignments are replaced by public APIs and arithmetic."
std_specs__net.rs__L423__SocketAddr__new,core::net::SocketAddr::new,SocketAddr::new,verified,preproved,local_surrogate,mechanical_desugaring,ordinary_acyclic,strict_faithful_admissible,socket_addr.rs,True,B,,,Variant dispatch and SocketAddrV4/V6 constructor calls are unchanged; surrogate only introduces temporaries and proof blocks.
std_specs__net.rs__L433__SocketAddr__is_ipv4,core::net::SocketAddr::is_ipv4,SocketAddr::is_ipv4,verified,preproved,local_surrogate,mechanical_desugaring,ordinary_acyclic,strict_faithful_admissible,socket_addr.rs,True,B,,,Surrogate directly expands matches! into the equivalent V4/V6 match.
std_specs__net.rs__L438__SocketAddr__is_ipv6,core::net::SocketAddr::is_ipv6,SocketAddr::is_ipv6,verified,preproved,local_surrogate,mechanical_desugaring,ordinary_acyclic,strict_faithful_admissible,socket_addr.rs,True,B,,,Surrogate directly expands matches! into the equivalent V4/V6 match.
std_specs__net.rs__L443__SocketAddr__ip,core::net::SocketAddr::ip,SocketAddr::ip,verified,preproved,local_surrogate,mechanical_desugaring,ordinary_acyclic,strict_faithful_admissible,socket_addr.rs,True,B,,,Variant dispatch and inner ip() calls are unchanged; surrogate only introduces temporaries and proof blocks.
std_specs__net.rs__L451__SocketAddr__port,core::net::SocketAddr::port,SocketAddr::port,verified,preproved,local_surrogate,mechanical_desugaring,ordinary_acyclic,strict_faithful_admissible,socket_addr.rs,True,B,,,Variant dispatch and inner port() calls are unchanged apart from receiver/binding normalization.
std_specs__net.rs__L459__SocketAddr__set_port,core::net::SocketAddr::set_port,SocketAddr::set_port,verified,preproved,local_surrogate,mechanical_desugaring,ordinary_acyclic,strict_faithful_admissible,socket_addr.rs,True,B,,,Variant dispatch and set_port mutations are unchanged; snapshots and proof blocks are non-executable.
std_specs__net.rs__L469__IpAddr__to_canonical,core::net::IpAddr::to_canonical,IpAddr::to_canonical,verified,preproved,local_surrogate,exact_body,ordinary_acyclic,strict_faithful_admissible,,False,B,/home/chentianyu/nanvix-rust-std-spec-survey/rust/library/core/src/net/ip_addr.rs,497-502,"The two match arms and the call to the original Ipv6Addr::to_canonical method are exact; the length fact is ghost-only. Ipv6Addr::to_canonical is a distinct smaller acyclic std contract, not a peer surrogate."
std_specs__net.rs__L484__Ipv4Addr__from_bits,core::net::Ipv4Addr::from_bits,Ipv4Addr::from_bits,verified,proved,local_surrogate,alternate_implementation,not_admissible_under_strict_policy,known_mismatch_or_inadmissible,,False,B,,,"Private fields, transmute, byte primitives, or direct assignments are replaced by public APIs and arithmetic."
std_specs__net.rs__L494__Ipv4Addr__to_bits,core::net::Ipv4Addr::to_bits,Ipv4Addr::to_bits,verified,proved,local_surrogate,alternate_implementation,not_admissible_under_strict_policy,known_mismatch_or_inadmissible,,False,B,,,"Private fields, transmute, byte primitives, or direct assignments are replaced by public APIs and arithmetic."
std_specs__net.rs__L500__Ipv6Addr__from_bits,core::net::Ipv6Addr::from_bits,Ipv6Addr::from_bits,verified,proved,local_surrogate,alternate_implementation,not_admissible_under_strict_policy,known_mismatch_or_inadmissible,,False,B,,,"Private fields, transmute, byte primitives, or direct assignments are replaced by public APIs and arithmetic."
std_specs__net.rs__L522__Ipv6Addr__from_segments,core::net::Ipv6Addr::from_segments,Ipv6Addr::from_segments,verified,proved,local_surrogate,mechanical_desugaring,ordinary_acyclic,strict_faithful_admissible,,False,B,/home/chentianyu/nanvix-rust-std-spec-survey/rust/library/core/src/net/ip_addr.rs,1535-1538,"The array destructuring pattern is mechanically expanded to eight indexed locals, followed by the same Ipv6Addr::new call in the same order. Ipv6Addr::new is a smaller acyclic std contract."
std_specs__net.rs__L544__Ipv6Addr__new,core::net::Ipv6Addr::new,Ipv6Addr::new,verified,proved,local_surrogate,alternate_implementation,not_admissible_under_strict_policy,known_mismatch_or_inadmissible,,False,B,,,"Private fields, transmute, byte primitives, or direct assignments are replaced by public APIs and arithmetic."
std_specs__net.rs__L575__Ipv6Addr__segments,core::net::Ipv6Addr::segments,Ipv6Addr::segments,verified,proved,local_surrogate,alternate_implementation,not_admissible_under_strict_policy,known_mismatch_or_inadmissible,,False,B,,,"Private fields, transmute, byte primitives, or direct assignments are replaced by public APIs and arithmetic."
std_specs__net.rs__L587__Ipv6Addr__to_bits,core::net::Ipv6Addr::to_bits,Ipv6Addr::to_bits,verified,proved,local_surrogate,alternate_implementation,not_admissible_under_strict_policy,known_mismatch_or_inadmissible,,False,B,,,"Private fields, transmute, byte primitives, or direct assignments are replaced by public APIs and arithmetic."
std_specs__net.rs__L601__Ipv6Addr__to_canonical,core::net::Ipv6Addr::to_canonical,Ipv6Addr::to_canonical,verified,preproved,local_surrogate,mechanical_desugaring,ordinary_acyclic,strict_faithful_admissible,net_enums.rs,True,B,,,Surrogate mechanically rewrites the source if-let into a match with the same to_ipv4_mapped call and results.
std_specs__net.rs__L613__Ipv6Addr__to_ipv4,core::net::Ipv6Addr::to_ipv4,Ipv6Addr::to_ipv4,verified,proved,local_surrogate,alternate_implementation,not_admissible_under_strict_policy,known_mismatch_or_inadmissible,,False,B,,,"Private fields, transmute, byte primitives, or direct assignments are replaced by public APIs and arithmetic."
std_specs__net.rs__L620__Ipv6Addr__to_ipv4_mapped,core::net::Ipv6Addr::to_ipv4_mapped,Ipv6Addr::to_ipv4_mapped,verified,preproved,local_surrogate,mechanical_desugaring,ordinary_acyclic,strict_faithful_admissible,net.rs,True,B,,,Surrogate mechanically expands the source octet-array pattern match into the same prefix tests and Ipv4Addr::new result.
std_specs__net.rs__L631__SocketAddr__set_ip,core::net::SocketAddr::set_ip,SocketAddr::set_ip,verified,preproved,local_surrogate,mechanical_desugaring,ordinary_acyclic,strict_faithful_admissible,,False,B,/home/chentianyu/nanvix-rust-std-spec-survey/rust/library/core/src/net/socket_addr.rs,214-221,"The proof uses match ergonomics instead of explicit &mut/ref mut patterns but preserves the same three arms, same-family setters, and cross-family Self::new(new_ip, port()) assignment. Those called methods are smaller acyclic std contracts."
std_specs__nonzero.rs__L70__NonZero__T__new,core::num::NonZero::new,NonZero::<T>::new,unverified,proved,local_surrogate,circular_or_target_axiom,circular_or_target_axiom,known_mismatch_or_inadmissible,,False,C,,,A niche/transparent-representation axiom directly establishes the target NonZero semantics.
std_specs__nonzero.rs__L82__NonZero__T__new_unchecked,core::num::NonZero::new_unchecked,NonZero::<T>::new_unchecked,unverified,proved,local_surrogate,alternate_implementation,not_admissible_under_strict_policy,known_mismatch_or_inadmissible,,False,B,,,The source unchecked/UB path is replaced with different peer construction or unreachable handling.
std_specs__nonzero.rs__L98__NonZero__T__get,core::num::NonZero::get,NonZero::<T>::get,unverified,proved,local_surrogate,circular_or_target_axiom,circular_or_target_axiom,known_mismatch_or_inadmissible,,False,C,,,A niche/transparent-representation axiom directly establishes the target NonZero semantics.
std_specs__nonzero.rs__L164__NonZero__T__as__Clone__clone,core::clone::Clone::clone,<NonZero<T> as Clone>::clone,verified,proved,local_surrogate,exact_body,ordinary_acyclic,strict_faithful_admissible,,False,A,/home/chentianyu/nanvix-rust-std-spec-survey/rust/library/core/src/num/nonzero.rs,170-180,The concrete NonZero<T> Clone impl has body `*self`. The source_* body is exactly `*nz` after receiver renaming; specifications are proof-only and there is no axiom or peer dependency.
std_specs__ops.rs__L464__f32__as__core__ops__Neg__neg,core::ops::Neg::neg,<f32 as core::ops::Neg>::neg,unverified,proved,local_surrogate,alternate_implementation,target_equivalent_axiom,known_mismatch_or_inadmissible,,False,D,/home/chentianyu/nanvix-rust-std-spec-survey/rust/library/core/src/ops/arith.rs,709-728,"The primitive f32 neg impl macro expands to the builtin operator body `-self`. The proof replaces that body with to_bits/from_bits sign-bit XOR, an alternate algorithm/intrinsic route rather than mechanical syntax desugaring. Its operation-specific axiom concludes the exact neg_ensures target contract, so admissibility depends on a target-equivalent axiom."
std_specs__ops.rs__L469__f32__as__core__ops__Add__add,core::ops::Add::add,<f32 as core::ops::Add>::add,unverified,proved,local_surrogate,alternate_implementation,target_equivalent_axiom,known_mismatch_or_inadmissible,,False,D,/home/chentianyu/nanvix-rust-std-spec-survey/rust/library/core/src/ops/arith.rs,94-113,"The primitive f32 add impl macro expands to the builtin operator body `self + other`. The proof replaces that body with mul_add(1, rhs), an alternate algorithm/intrinsic route rather than mechanical syntax desugaring. Its operation-specific axiom concludes the exact add_ensures target contract, so admissibility depends on a target-equivalent axiom."
std_specs__ops.rs__L474__f32__as__core__ops__Sub__sub,core::ops::Sub::sub,<f32 as core::ops::Sub>::sub,unverified,proved,local_surrogate,alternate_implementation,target_equivalent_axiom,known_mismatch_or_inadmissible,,False,D,/home/chentianyu/nanvix-rust-std-spec-survey/rust/library/core/src/ops/arith.rs,206-225,"The primitive f32 sub impl macro expands to the builtin operator body `self - other`. The proof replaces that body with sign-bit negation followed by Add::add, an alternate algorithm/intrinsic route rather than mechanical syntax desugaring. Its operation-specific axiom concludes the exact sub_ensures target contract, so admissibility depends on a target-equivalent axiom."
std_specs__ops.rs__L479__f32__as__core__ops__Mul__mul,core::ops::Mul::mul,<f32 as core::ops::Mul>::mul,unverified,proved,local_surrogate,alternate_implementation,target_equivalent_axiom,known_mismatch_or_inadmissible,,False,D,/home/chentianyu/nanvix-rust-std-spec-survey/rust/library/core/src/ops/arith.rs,340-359,"The primitive f32 mul impl macro expands to the builtin operator body `self * other`. The proof replaces that body with mul_add with a constructed signed zero, an alternate algorithm/intrinsic route rather than mechanical syntax desugaring. Its operation-specific axiom concludes the exact mul_ensures target contract, so admissibility depends on a target-equivalent axiom."
std_specs__ops.rs__L484__f32__as__core__ops__Div__div,core::ops::Div::div,<f32 as core::ops::Div>::div,unverified,proved,local_surrogate,alternate_implementation,target_equivalent_axiom,known_mismatch_or_inadmissible,,False,D,/home/chentianyu/nanvix-rust-std-spec-survey/rust/library/core/src/ops/arith.rs,507-524,"The primitive f32 div impl macro expands to the builtin operator body `self / other`. The proof replaces that body with a one-lane SIMD simd_div call, an alternate algorithm/intrinsic route rather than mechanical syntax desugaring. Its operation-specific axiom concludes the exact div_ensures target contract, so admissibility depends on a target-equivalent axiom."
std_specs__ops.rs__L489__f64__as__core__ops__Neg__neg,core::ops::Neg::neg,<f64 as core::ops::Neg>::neg,unverified,proved,local_surrogate,alternate_implementation,target_equivalent_axiom,known_mismatch_or_inadmissible,,False,D,/home/chentianyu/nanvix-rust-std-spec-survey/rust/library/core/src/ops/arith.rs,709-728,"The primitive f64 neg impl macro expands to the builtin operator body `-self`. The proof replaces that body with to_bits/from_bits sign-bit XOR, an alternate algorithm/intrinsic route rather than mechanical syntax desugaring. Its operation-specific axiom concludes the exact neg_ensures target contract, so admissibility depends on a target-equivalent axiom."
std_specs__ops.rs__L494__f64__as__core__ops__Add__add,core::ops::Add::add,<f64 as core::ops::Add>::add,unverified,proved,local_surrogate,alternate_implementation,target_equivalent_axiom,known_mismatch_or_inadmissible,,False,D,/home/chentianyu/nanvix-rust-std-spec-survey/rust/library/core/src/ops/arith.rs,94-113,"The primitive f64 add impl macro expands to the builtin operator body `self + other`. The proof replaces that body with mul_add(1, rhs), an alternate algorithm/intrinsic route rather than mechanical syntax desugaring. Its operation-specific axiom concludes the exact add_ensures target contract, so admissibility depends on a target-equivalent axiom."
