target,no_feedback_status,with_feedback_status,no_feedback_complete,with_feedback_complete,no_feedback_proof_status,with_feedback_proof_status,no_feedback_no_spec_reason,with_feedback_no_spec_reason,initial_classification
core::slice::split_off,typecheck_or_checker_failure,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_pointer_identity_or_provenance_model,determinism_checker_unsupported,suitable_now
core::slice::split_off_first,typecheck_or_checker_failure,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_pointer_identity_or_provenance_model,determinism_checker_unsupported,suitable_now
core::slice::split_off_first_mut,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,determinism_checker_unsupported,determinism_checker_unsupported,determinism_checker_unsupported
core::slice::split_off_last,typecheck_or_checker_failure,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_pointer_identity_or_provenance_model,determinism_checker_unsupported,suitable_now
core::slice::split_off_last_mut,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,determinism_checker_unsupported,determinism_checker_unsupported,determinism_checker_unsupported
core::slice::split_off_mut,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,determinism_checker_unsupported,determinism_checker_unsupported,determinism_checker_unsupported
core::slice::splitn,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,iterator_or_adapter_result,iterator_or_adapter_result,iterator_or_adapter_result
core::slice::splitn_mut,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,higher_order_contract,higher_order_contract,higher_order_contract
core::slice::starts_with,typecheck_or_checker_failure,complete,False,True,no_valid_spec,strict_faithful_admissible,needs_new_vstd_abstraction,,suitable_now
core::slice::strip_circumfix,typecheck_or_checker_failure,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_pointer_identity_or_provenance_model,needs_new_vstd_abstraction,suitable_now
core::slice::strip_prefix,typecheck_or_checker_failure,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_pointer_identity_or_provenance_model,needs_new_vstd_abstraction,suitable_now
core::slice::strip_suffix,typecheck_or_checker_failure,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_pointer_identity_or_provenance_model,needs_new_vstd_abstraction,suitable_now
core::slice::subslice_range,typecheck_or_checker_failure,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_pointer_identity_or_provenance_model,needs_pointer_identity_or_provenance_model,suitable_now
core::slice::swap,typecheck_or_checker_failure,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_pointer_identity_or_provenance_model,determinism_checker_unsupported,suitable_now
core::slice::swap_with_slice,typecheck_or_checker_failure,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_pointer_identity_or_provenance_model,determinism_checker_unsupported,suitable_now
core::slice::trim_ascii,complete,complete,True,True,strict_faithful_admissible,strict_faithful_admissible,,,suitable_now
core::slice::trim_ascii_end,complete,complete,True,True,strict_faithful_admissible,strict_faithful_admissible,,,suitable_now
core::slice::trim_ascii_start,typecheck_or_checker_failure,complete,False,True,no_valid_spec,strict_faithful_admissible,needs_pointer_identity_or_provenance_model,,suitable_now
core::slice::utf8_chunks,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,iterator_or_adapter_result,iterator_or_adapter_result,iterator_or_adapter_result
core::slice::windows,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,iterator_or_adapter_result,iterator_or_adapter_result,iterator_or_adapter_result
core::slice::write_clone_of_slice,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,determinism_checker_unsupported,determinism_checker_unsupported,determinism_checker_unsupported
core::slice::write_copy_of_slice,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,determinism_checker_unsupported,determinism_checker_unsupported,determinism_checker_unsupported
core::str::CharIndices::as_str,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
core::str::CharIndices::offset,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
core::str::Chars::as_str,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
core::str::FromStr::from_str,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,trait_contract_integration,trait_contract_integration,trait_contract_integration
core::str::Utf8Chunk::invalid,typecheck_or_checker_failure,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
core::str::Utf8Chunk::valid,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
core::str::Utf8Error::error_len,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
core::str::Utf8Error::valid_up_to,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
core::str::as_bytes_mut,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,determinism_checker_unsupported,determinism_checker_unsupported,determinism_checker_unsupported
core::str::as_mut_ptr,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,unsafe_or_representation_sensitive,unsafe_or_representation_sensitive,unsafe_or_representation_sensitive
core::str::as_ptr,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,unsafe_or_representation_sensitive,unsafe_or_representation_sensitive,unsafe_or_representation_sensitive
core::str::bytes,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,iterator_or_adapter_result,iterator_or_adapter_result,iterator_or_adapter_result
core::str::ceil_char_boundary,typecheck_or_checker_failure,complete,False,True,no_valid_spec,strict_faithful_admissible,needs_new_vstd_abstraction,,suitable_now
core::str::char_indices,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,iterator_or_adapter_result,iterator_or_adapter_result,iterator_or_adapter_result
core::str::contains,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,complex_result_or_pattern_model,complex_result_or_pattern_model,complex_result_or_pattern_model
core::str::encode_utf16,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,iterator_or_adapter_result,iterator_or_adapter_result,iterator_or_adapter_result
core::str::ends_with,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,associated_type_or_projection,associated_type_or_projection,associated_type_or_projection
core::str::eq_ignore_ascii_case,typecheck_or_checker_failure,complete,False,True,no_valid_spec,strict_faithful_admissible,needs_new_vstd_abstraction,,suitable_now
core::str::escape_debug,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,iterator_or_adapter_result,iterator_or_adapter_result,iterator_or_adapter_result
core::str::escape_default,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,iterator_or_adapter_result,iterator_or_adapter_result,iterator_or_adapter_result
core::str::escape_unicode,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,iterator_or_adapter_result,iterator_or_adapter_result,iterator_or_adapter_result
core::str::find,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,complex_result_or_pattern_model,complex_result_or_pattern_model,complex_result_or_pattern_model
core::str::floor_char_boundary,typecheck_or_checker_failure,complete,False,True,no_valid_spec,strict_faithful_admissible,needs_new_vstd_abstraction,,suitable_now
core::str::from_utf8,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,unsafe_or_representation_sensitive,unsafe_or_representation_sensitive,unsafe_or_representation_sensitive
core::str::from_utf8_mut,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,determinism_checker_unsupported,determinism_checker_unsupported,determinism_checker_unsupported
core::str::from_utf8_unchecked_mut,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,determinism_checker_unsupported,determinism_checker_unsupported,determinism_checker_unsupported
core::str::get,complete,complete,True,True,not_proved,not_proved,,,associated_type_or_projection
core::str::get_mut,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,determinism_checker_unsupported,determinism_checker_unsupported,determinism_checker_unsupported
core::str::get_unchecked,complete,complete,True,True,not_proved,not_proved,,,unsafe_or_representation_sensitive
core::str::get_unchecked_mut,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,determinism_checker_unsupported,determinism_checker_unsupported,determinism_checker_unsupported
core::str::lines,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,iterator_or_adapter_result,iterator_or_adapter_result,iterator_or_adapter_result
core::str::lines_any,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,iterator_or_adapter_result,iterator_or_adapter_result,iterator_or_adapter_result
core::str::make_ascii_lowercase,typecheck_or_checker_failure,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_pointer_identity_or_provenance_model,determinism_checker_unsupported,suitable_now
core::str::make_ascii_uppercase,typecheck_or_checker_failure,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_pointer_identity_or_provenance_model,determinism_checker_unsupported,suitable_now
core::str::match_indices,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,iterator_or_adapter_result,iterator_or_adapter_result,iterator_or_adapter_result
core::str::matches,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,iterator_or_adapter_result,iterator_or_adapter_result,iterator_or_adapter_result
core::str::parse,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,associated_type_or_projection,associated_type_or_projection,associated_type_or_projection
core::str::rfind,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,associated_type_or_projection,associated_type_or_projection,associated_type_or_projection
core::str::rmatch_indices,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,associated_type_or_projection,associated_type_or_projection,associated_type_or_projection
core::str::rmatches,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,associated_type_or_projection,associated_type_or_projection,associated_type_or_projection
core::str::rsplit,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,associated_type_or_projection,associated_type_or_projection,associated_type_or_projection
core::str::rsplit_once,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,associated_type_or_projection,associated_type_or_projection,associated_type_or_projection
core::str::rsplit_terminator,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,associated_type_or_projection,associated_type_or_projection,associated_type_or_projection
core::str::rsplitn,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,associated_type_or_projection,associated_type_or_projection,associated_type_or_projection
core::str::slice_mut_unchecked,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,determinism_checker_unsupported,determinism_checker_unsupported,determinism_checker_unsupported
core::str::slice_unchecked,complete,complete,True,True,not_proved,not_proved,,,unsafe_or_representation_sensitive
core::str::split,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,iterator_or_adapter_result,iterator_or_adapter_result,iterator_or_adapter_result
core::str::split_ascii_whitespace,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,iterator_or_adapter_result,iterator_or_adapter_result,iterator_or_adapter_result
core::str::split_at_checked,unknown,complete,False,True,strict_faithful_admissible,strict_faithful_admissible,,,suitable_now
core::str::split_at_mut,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,determinism_checker_unsupported,determinism_checker_unsupported,determinism_checker_unsupported
core::str::split_at_mut_checked,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,determinism_checker_unsupported,determinism_checker_unsupported,determinism_checker_unsupported
core::str::split_inclusive,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,iterator_or_adapter_result,iterator_or_adapter_result,iterator_or_adapter_result
core::str::split_once,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,complex_result_or_pattern_model,complex_result_or_pattern_model,complex_result_or_pattern_model
core::str::split_terminator,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,iterator_or_adapter_result,iterator_or_adapter_result,iterator_or_adapter_result
core::str::split_whitespace,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,iterator_or_adapter_result,iterator_or_adapter_result,iterator_or_adapter_result
core::str::splitn,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,iterator_or_adapter_result,iterator_or_adapter_result,iterator_or_adapter_result
core::str::starts_with,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,complex_result_or_pattern_model,complex_result_or_pattern_model,complex_result_or_pattern_model
core::str::strip_circumfix,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,associated_type_or_projection,associated_type_or_projection,associated_type_or_projection
core::str::strip_prefix,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,complex_result_or_pattern_model,complex_result_or_pattern_model,complex_result_or_pattern_model
