target,category,final_decision,rationale_taxonomy,taxonomy_source_fields,taxonomy_source_backed,adequacy_verdict,adequacy_notes,unjustified_skip,issues_combined,combined_issue_taxonomy_tags,rationale,requires,requires_source_fidelity_classification
std::fs::OpenOptions::read,io_os_runtime,skip,runtime_or_hidden_state,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,"source behavior depends on OS, runtime, synchronization, or compiler-maintained hidden state",false,classification:runtime_or_hidden_state,classification:runtime_or_hidden_state;runtime_or_hidden_state,"The method mutates private OS-specific OpenOptions state. Although it returns self, public vstd vocabulary cannot soundly express reference identity or the hidden read-option update without conflating identity with value equality.",,not_applicable
std::fs::OpenOptions::truncate,io_os_runtime,skip,runtime_or_hidden_state,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,"source behavior depends on OS, runtime, synchronization, or compiler-maintained hidden state",false,classification:runtime_or_hidden_state,classification:runtime_or_hidden_state;runtime_or_hidden_state,"The implementation mutates hidden OpenOptions state and returns the same mutable reference. Public vstd vocabulary exposes neither that state nor a suitable reference-identity relation, so no useful non-vacuous result relation can be specified soundly.",,not_applicable
std::fs::OpenOptions::write,io_os_runtime,skip,runtime_or_hidden_state,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,"source behavior depends on OS, runtime, synchronization, or compiler-maintained hidden state",false,classification:runtime_or_hidden_state,classification:runtime_or_hidden_state;runtime_or_hidden_state,"The method mutates hidden OpenOptions runtime state and returns a mutable reborrow of self. No public vstd view exposes the write flag, and semantic equality cannot soundly express mutable-reference identity. Therefore no useful non-vacuous postcondition is available.",,not_applicable
std::fs::Permissions::readonly,io_os_runtime,skip,runtime_or_hidden_state,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,"source behavior depends on OS, runtime, synchronization, or compiler-maintained hidden state",false,classification:runtime_or_hidden_state,classification:runtime_or_hidden_state;runtime_or_hidden_state,"The result depends on private platform-specific permission state, and no public vstd view exposes that state. The supplied implementation and documentation justify no useful non-vacuous result relation expressible with public specification vocabulary.",,not_applicable
std::fs::Permissions::set_readonly,io_os_runtime,skip,runtime_or_hidden_state,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,"source behavior depends on OS, runtime, synchronization, or compiler-maintained hidden state",false,classification:runtime_or_hidden_state,classification:runtime_or_hidden_state;runtime_or_hidden_state,"The method mutates platform-specific hidden permission state and returns unit. Without an existing public vstd view or specification for Permissions::readonly, no useful non-vacuous postcondition is expressible.",,not_applicable
std::fs::canonicalize,io_os_runtime,skip,runtime_or_hidden_state,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,"source behavior depends on OS, runtime, synchronization, or compiler-maintained hidden state",false,classification:runtime_or_hidden_state,classification:runtime_or_hidden_state;runtime_or_hidden_state,"canonicalize depends on filesystem and OS state. The supplied implementation only delegates to fs_imp::canonicalize, and no useful result relation is expressible using public vstd vocabulary without modeling that hidden state.",,not_applicable
std::fs::copy,io_os_runtime,skip,runtime_or_hidden_state,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,"source behavior depends on OS, runtime, synchronization, or compiler-maintained hidden state",false,classification:runtime_or_hidden_state,classification:runtime_or_hidden_state;runtime_or_hidden_state,"The result and effects depend on hidden filesystem and OS state. Without a filesystem model, no useful sound relation between the paths, copied contents, byte count, or error result is expressible using public vstd vocabulary.",,not_applicable
std::fs::create_dir,io_os_runtime,skip,runtime_or_hidden_state,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,"source behavior depends on OS, runtime, synchronization, or compiler-maintained hidden state",false,classification:runtime_or_hidden_state,classification:runtime_or_hidden_state;runtime_or_hidden_state,"The return value and filesystem effect depend on hidden OS state, including path existence, parent directories, and permissions. No useful sound relation is expressible using existing public vstd vocabulary without modeling that state.",,not_applicable
std::fs::create_dir_all,io_os_runtime,skip,runtime_or_hidden_state,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,"source behavior depends on OS, runtime, synchronization, or compiler-maintained hidden state",false,classification:runtime_or_hidden_state,classification:runtime_or_hidden_state;runtime_or_hidden_state,The result and filesystem effects depend on unmodeled OS state. The documented empty-path guarantee is not expressible for generic P: AsRef<std::path::Path> using existing public vstd specification vocabulary.,,not_applicable
std::fs::exists,io_os_runtime,skip,runtime_or_hidden_state,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,"source behavior depends on OS, runtime, synchronization, or compiler-maintained hidden state",false,classification:runtime_or_hidden_state,classification:runtime_or_hidden_state;runtime_or_hidden_state,"The result depends on external filesystem state and may be Ok(true), Ok(false), or Err(_). No useful sound relation is expressible using existing public vstd vocabulary without modeling hidden OS state.",,not_applicable
std::fs::hard_link,io_os_runtime,skip,runtime_or_hidden_state,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,"source behavior depends on OS, runtime, synchronization, or compiler-maintained hidden state",false,classification:runtime_or_hidden_state,classification:runtime_or_hidden_state;runtime_or_hidden_state,"std::fs::hard_link depends on and mutates external filesystem state. The supplied implementation only delegates to fs_imp::hard_link, while the documented success and error behavior depends on path existence, link existence, filesystem boundaries, permissions, and platform-specific semantics. No useful sound result relation is expressible using public vstd vocabulary without modeling that hidden state.",,not_applicable
